Canonical_SMILES	Source
[C]([C](O)C([C])([C])O[C]C1=C([C]=[C][C]=C1/[C]=[C]/[C](O)[C](O)[C][C][C])O[C])C1=c2oc3=[C]C(=C4C(=c3c(=O)c2=C([C]=[C]1)O)[C]([C]([C]O4)C(=[C])[C])O)[C]	PDBQT/dock_0777.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=C(C(=[C][C]=c12)[C][C]=C([C])[C])O)[C]O)[C]	PDBQT/dock_0778.pdbqt
o1c2C(=C([C]=C(c2c(=O)c2c1C(=[C][C]=C2C(=O)O[C])O)O[C])[C]([C](O)[C]O)[C]O)O[C]	PDBQT/dock_0779.pdbqt
o1c2[C]=C([C]=C(c2c(=O)c2=C([C]=C([C]=c12)O)C(=O)O[C])O[C])[C]([C](O)[C]O)[C]O	PDBQT/dock_0780.pdbqt
o1c2[C]=C([C]=C(c2c(=O)c2c1C(=C([C]=C2C(=O)O[C])O[C])O[C])O)[C]([C](O)[C]O)[C]O	PDBQT/dock_0781.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=C([C]=C([C]=c12)O[C])O[C])O)[C]	PDBQT/dock_0782.pdbqt
BrC1=[C]C(=C(c2c1oc1c(c2=O)C(=[C]C(=[C]1)[C])O)C(=O)O[C])O	PDBQT/dock_0783.pdbqt
O1C([C][C]C2=c3c(=[C]C(=C12)O)oc1=[C]C(=C(C(=c1c3=O)O)[C][C]=C([C])[C])O[C])([C])[C]	PDBQT/dock_0784.pdbqt
O1[C](C(c2c1c1c(oc3c(c1=O)[C]=C(C(=[C]3)O)O)c(c2O[C])[C][C]=C([C])[C])([C])[C])[C]	PDBQT/dock_0785.pdbqt
O1[C](C(c2c1c1c(oc3c(c1=O)[C]=[C]C(=C3O)O)c(c2O[C])[C][C]=C([C])[C])([C])[C])[C]	PDBQT/dock_0786.pdbqt
O1[C](C(C2=C1[C]=c1oc3=C4C(=C([C]=c3c(=O)c1=C2O)O)OC([C]=[C]4)([C])[C])([C])[C])[C]	PDBQT/dock_0787.pdbqt
o1c2c([C]=C(C(=C2/[C]=[C]/[C]([C])[C])O[C])C([C])([C])[C]=[C])c(=O)c2=[C]C(=C([C]=c12)O)O	PDBQT/dock_0788.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C][C][C][C][C]Br	PDBQT/dock_0789.pdbqt
O1C([C]=[C]C2=C1[C]=c1oc3c(c(=O)c1=C2O)C(=[C]C(=C3O)O)[C][C]=C([C])[C])([C])[C]	PDBQT/dock_0790.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=C3C(=O)O[C])O)C(=[C]C(=[C]2)[C]OC(=O)[C])O	PDBQT/dock_0791.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2c1[C]=[C]C(=C2C(=O)O[C])S[C])O)[C]O	PDBQT/dock_0792.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=C3C(=O)O[C])S[C])C(=[C]C(=[C]2)[C]OC(=O)[C])O	PDBQT/dock_0793.pdbqt
O1[C](C(C2=C1[C]=C(c1c2oc2=C(C(=[C][C]=c2c1=O)O)O[C])O)([C])[C])[C]	PDBQT/dock_0794.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=C3O)[C]=C(C(=C2O[C])O)O[C]	PDBQT/dock_0795.pdbqt
o1c2C(=C([C]=C(c2c(=O)c2c1C(=C([C]=[C]2)O)O)O)O)[C]/[C]=C(\[C])/[C][C][C]=C([C])[C]	PDBQT/dock_0796.pdbqt
O1[C]([C](C2=C(OC3=C(C1=O)C(=[C]C(=[C]3)[C])O)C(=[C]C(=[C]2)O[C])O)O)C1=[C]C(=[C]c2c1c(=O)c1c(o2)[C]=C([C]=C1O)[C])O[C]	PDBQT/dock_0797.pdbqt
o1c2c([C]=C(C(=C2O[C])O)[C][C](O)C(=[C])[C])c(=O)c2=C([C]=[C]C(=c12)O)O	PDBQT/dock_0798.pdbqt
O1[C][C]([C](C2=C1C(=[C]c1oc3=C([C]=[C]C(=c3c(=O)c21)O)[C](O[C])[C](OC(=O)[C])C([C])([C])O)[C])OC(=O)[C])C(=[C])[C]	PDBQT/dock_0799.pdbqt
O1[C]([C]C2=C([C]=c3oc4c(c(=O)c3=C12)C(=C(C(=[C]4)O)O[C])[C][C]=C([C])[C])OS([O])([O])O)C([C])([C])O	PDBQT/dock_0800.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=[C]3)C#N)[C]=C([C]=[C]2)O[C][C][C]OC(=O)[C]	PDBQT/dock_0801.pdbqt
o1c2=[C]C(=[C][C]=c2c(=O)c2=[C]C(=[C][C]=c12)O[C][C]OC(=O)[C])c1n[nH]nn1	PDBQT/dock_0802.pdbqt
o1c2c(c(=O)c3=[C]C(=[C][C]=c13)S[C][C]O)[C]=[C]C(=[C]2)c1n[nH]nn1	PDBQT/dock_0803.pdbqt
o1c2c(c(=O)c3=[C]C(=[C][C]=c13)O)[C]=[C]C(=[C]2)c1n[nH]nn1	PDBQT/dock_0804.pdbqt
o1c2=[C][C]=C([C]=c2c(=O)c2=[C][C]=C([C]=c12)C(=O)N)O[C][C][C]	PDBQT/dock_0805.pdbqt
o1c2c(c(=O)c3=[C][C]=C([C]=c13)C(=O)N)[C]=C([C]=[C]2)O[C]([C])[C]	PDBQT/dock_0806.pdbqt
o1c2=[C][C]=C([C]=c2c(=O)c2c1[C]=C([C]=[C]2)c1n[nH]nn1)O[C]([C])[C]	PDBQT/dock_0807.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=[C]3)c1n[nH]nn1)[C]=C([C]=[C]2)O[C][C]([C])O	PDBQT/dock_0808.pdbqt
O1[C]([C]C2=C(c3c(oc4=[C]C(=C(C(=c4c3=O)[C][C]=C([C])[C])O[C])O)[C]=C12)O)C([C])([C])O	PDBQT/dock_0809.pdbqt
O1C(C(=O)[C]C2=C(c3c(oc4=[C]C(=C(C(=c4c3=O)[C][C]=C([C])[C])O[C])O)[C]=C12)O)([C])[C]	PDBQT/dock_0810.pdbqt
o1c2=[C]C(=C(C(=c2c(=O)c2c1C(=[C][C]=[C]2)O)O)[C]/[C]=C(\[C])/[C][C][C]=C([C])[C])O	PDBQT/dock_0811.pdbqt
o1c2=C(C(=C([C]=c2c(=O)c2=C([C]=[C]C(=c12)O[C])O)O[C])O[C])O[C]	PDBQT/dock_0812.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=C([C]=[C]1)F	PDBQT/dock_0813.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)O[C]C1=[C][C]=[C][C]=[C]1	PDBQT/dock_0814.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=C([C]=[C]1)Br	PDBQT/dock_0815.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)NC1=[C][C]=C([C]=[C]1)[C]	PDBQT/dock_0816.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2c1[C]=[C][C]=[C]2)O)O[C]C(=O)C1=[C]C(=[C][C]=[C]1)N(=O)=O	PDBQT/dock_0817.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=[C][C]=[C]1)O	PDBQT/dock_0818.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=C([C]=[C]1)C(=O)O[C])O	PDBQT/dock_0819.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=C([C]=[C]1)N(=O)=O)O	PDBQT/dock_0820.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=[C]C(=[C]1)O[C]	PDBQT/dock_0821.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=C([C]=[C]1)Cl	PDBQT/dock_0822.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=C([C]=[C][C]=c12)O[C])O)O[C]	PDBQT/dock_0823.pdbqt
o1c2=[C]C(=C(C(=c2c(=O)c2c1[C]=C(C(=[C]2)O)O)O)[C]1O[C]([C]([C]([C]1O)OC(=O)C1=[C][C]=[C][C]=[C]1)O)[C]O)O	PDBQT/dock_0824.pdbqt
o1c2C(=C([C]=[C]c2c(=O)c2=[C][C]=C(C(=c12)[C]N1[C][C]O[C][C]1)O)O)[C]N1[C][C]O[C][C]1	PDBQT/dock_0825.pdbqt
o1c2C(=C([C]=[C]c2c(=O)c2=[C][C]=C(C(=c12)[C]N1[C][C]O[C][C]1)O)O)[C]N1[C][C]O[C][C]1	PDBQT/dock_0826.pdbqt
o1c2=C(C(=[C][C]=c2c(=O)c2c1C(=C([C]=[C]2)O)[C]N1[C][C][C][C][C]1)O)[C]N1[C][C][C][C][C]1	PDBQT/dock_0827.pdbqt
o1c2=C(C(=[C][C]=c2c(=O)c2c1C(=C([C]=[C]2)O)[C]N1[C][C][C][C][C]1)O)[C]N1[C][C][C][C][C]1	PDBQT/dock_0828.pdbqt
o1c2C(=[C][C]=C(c2c(=O)c2=C([C]=C([C]=c12)O[C])O)O)O[C]1O[C]([C]([C]([C]1O)O)O)[C]O	PDBQT/dock_0829.pdbqt
o1c2c(c(=O)c3C(=C(C(=[C]c13)O)O[C])[C]/[C]=C(\[C])/[C][C][C]=C([C])[C])C(=[C]C(=C2[C]/[C]=C(\[C])/[C]O)O)O	PDBQT/dock_0830.pdbqt
BrC1=[C][C]=[C]c2c(=O)c3c(oc12)[C]=C(C(=C3O)C(=O)[C])O	PDBQT/dock_0831.pdbqt
o1c2=C(C(=[C]C(=c2c(=O)c2c1[C]=[C][C]=C2O)O[C])O)[C]([C](O)[C]O)[C]O	PDBQT/dock_0832.pdbqt
O1[C]2O[C]=[C][C@@]2(C2=C1[C]=c1oc3=C([C]=[C]C(=c3c(=O)c1=C2O[C])O)[C][C]C([C])([C])O)O	PDBQT/dock_0833.pdbqt
O1[C]2O[C]=[C][C@]2(C2=C1[C]=c1oc3c(c(=O)c1=C2O)C(=[C][C]=[C]3)O)O	PDBQT/dock_0834.pdbqt
o1c2c(C(=C(C(=[C]2)O)O[C])[C]/[C]=C(\[C])/[C][C][C]=C([C])[C])c(=O)c2c1[C]=C([C]=C2O)O	PDBQT/dock_0835.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=C3OC(=O)[C])O)[C]=C([C]=[C]2)O[C]/[C]=C(\[C])/[C][C][C]=C([C])[C]	PDBQT/dock_0836.pdbqt
O1[C]2O[C]=[C][C]2c2c1c(c(c1c2oc2=[C][C]=[C]C(=c2c1=O)O)O[C])O[C]	PDBQT/dock_0837.pdbqt
O1[C]2Oc3c([C]2[C][C]1)c1oc2c(c(=O)c1c(c3O)O[C])C(=[C][C]=[C]2)O	PDBQT/dock_0838.pdbqt
O=C(N/N=[C]/C1=[C][C]=C([C]=[C]1)N([C][C]Cl)[C][C]Cl)[C]OC1=c2c(=[C][C]=[C]1)oc1=[C][C]=[C][C]=c1c2=O	PDBQT/dock_0839.pdbqt
o1c2c(C(=C(C(=[C]2)O)[C]2O[C]([C]([C]([C]2O)O)O)[C]O)O)c(=O)c2=[C][C]=C(C(=c12)O[C])O	PDBQT/dock_0840.pdbqt
o1c2=C(C(=[C]C(=c2c(=O)c2=[C]C(=[C][C]=c12)O)O)O)[C]1O[C]([C]([C]([C]1O)O)O)[C]O	PDBQT/dock_0841.pdbqt
o1c2=C([C]=[C]C(=c2c(=O)c2c1[C]=C([C]=C2O)O)O[C]1O[C]([C]([C]([C]1O)O)O)[C]O)O	PDBQT/dock_0842.pdbqt
o1c2=C([C]=[C]C(=c2c(=O)c2c1[C]=C([C]=C2O)O[C])O[C]1O[C]([C]([C]([C]1O)O)O)[C]O)O	PDBQT/dock_0843.pdbqt
o1c2=[C]C(=C([C]=c2c(=O)c2=C([C]=C([C]=c12)O)O)O)O[C]1O[C]([C]([C]([C]1O)O)O)[C]O	PDBQT/dock_0844.pdbqt
O=C(N/N=[C]/C1=[C][C]=C([C]=[C]1)N([C][C]Cl)[C][C]Cl)[C]OC1=[C][C]=c2c(=C1[C])oc1c(c2=O)[C]=[C][C]=[C]1	PDBQT/dock_0845.pdbqt
O=C(N/N=[C]/C1=[C][C]=C([C]=[C]1)N([C][C]Cl)[C][C]Cl)[C]OC1=[C]C(=[C]c2c1c(=O)c1c(o2)[C]=[C][C]=[C]1)[C]	PDBQT/dock_0846.pdbqt
o1c2=[C][C]=C([C]=c2c(=O)c2=[C][C]=C([C]=c12)O)[C]	PDBQT/dock_0847.pdbqt
O1[C]2O[C]=[C][C@]2(C2=C(c3c(oc4C(=[C][C]=C(c4c3=O)O)[C][C]C([C])([C])O)[C]=C12)O)O	PDBQT/dock_0848.pdbqt
BrC1=[C][C]=[C]c2c1oc1c(c2=O)[C]=[C][C]=[C]1	PDBQT/dock_0849.pdbqt
O1C([C]=[C]C2=C1C(=[C]c1c2oc2=[C]C3=C(C(=c2c1=O)O)[C]=[C]C(O3)([C])[C])O)([C])[C]	PDBQT/dock_0850.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)O[C]	PDBQT/dock_0851.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)O[C][C]	PDBQT/dock_0852.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]([C])C(=O)O[C][C])O	PDBQT/dock_0853.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]([C])C(=O)C1=[C][C]=[C][C]=[C]1)O	PDBQT/dock_0854.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=C(Br)[C]=[C]1)O	PDBQT/dock_0855.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=[C][C]=[C]1	PDBQT/dock_0856.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=C([C]=[C]1)[C]	PDBQT/dock_0857.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)O	PDBQT/dock_0858.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=C([C]=[C]1)[C]=[C])O	PDBQT/dock_0859.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)O[C][C]=[C]	PDBQT/dock_0860.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2c1[C]=[C][C]=[C]2)O)O[C]C(=O)c1c2=[C][C]=[C][C]=c2n(c1[C])[C]	PDBQT/dock_0861.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2c1[C]=[C][C]=[C]2)O)O[C]C1=[C][C]=C([C]=[C]1)C(=O)O	PDBQT/dock_0862.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C][C]=C([C]=[C]1)O[C]	PDBQT/dock_0863.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]/[C]=[C]/C1=[C][C]=[C][C]=[C]1)O	PDBQT/dock_0864.pdbqt
o1c2c(c(=O)c3=C([C]=C([C]=c13)O[C]C1=[C][C]=C([C]=[C]1)C(=O)O)O)[C]=[C][C]=C2[C]	PDBQT/dock_0865.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2c1C(=[C][C]=[C]2)[C])O)O[C]C(=O)c1c2=[C][C]=[C][C]=c2n(c1[C])[C]	PDBQT/dock_0866.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=C3O)OC(=O)[C][C]NC(=O)O[C]C1=[C][C]=[C][C]=[C]1)[C]=[C][C]=C2[C]	PDBQT/dock_0867.pdbqt
o1c2c(c(=O)c3=C([C]=[C]C(=c13)O)C(=O)O[C])C(=[C]C(=[C]2)[C]O)O	PDBQT/dock_0868.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C1=[C]C(=C(Cl)[C]=[C]1)Cl	PDBQT/dock_0869.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=C([C]=C1F)Cl)O	PDBQT/dock_0870.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=C([C]=[C][C]=C1F)F)O	PDBQT/dock_0871.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C1=C(F)[C]=[C][C]=[C]1	PDBQT/dock_0872.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=C([C]=c12)[C])O)O[C]C(=O)O	PDBQT/dock_0873.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]C(=O)N([C])[C])O	PDBQT/dock_0874.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]([C])C(=O)[C])O	PDBQT/dock_0875.pdbqt
o1c2c(c(=O)c3c1C(=[C][C]=[C]3)[C])C(=[C]C(=[C]2)O[C]([C])C(=O)[C])O	PDBQT/dock_0876.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C]C(=[C][C]=c12)O[C])O)O[C]C(=O)O[C]([C])[C]	PDBQT/dock_0877.pdbqt
o1c2c(c(=O)c3c1C(=[C][C]=[C]3)O[C])C(=[C]C(=[C]2)O[C]C(=O)O[C]([C])[C])O	PDBQT/dock_0878.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=C3O)O[C]([C])C(=O)O)[C]=[C][C]=C2[C]	PDBQT/dock_0879.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C]C(=c12)O[C])O)O[C]C(=O)O	PDBQT/dock_0880.pdbqt
o1c2c(C3=[C][C]=[C][C]=C3[C]=[C]2)c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)O)O	PDBQT/dock_0881.pdbqt
o1c2=C([C]=[C][C]=c2c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)O)O)[C]	PDBQT/dock_0882.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=C3O)O[C]C(=O)[C])[C]=[C][C]=C2[C]	PDBQT/dock_0883.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]([C])C(=O)O)O	PDBQT/dock_0884.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2c1[C]=[C][C]=[C]2)O)O[C]C(=[C])[C]	PDBQT/dock_0885.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C]C(=c12)O[C])O)O[C](C1=[C][C]=[C][C]=[C]1)C(=O)O	PDBQT/dock_0886.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)OC(=O)[C](NC(=O)OC([C])([C])[C])[C][C]S[C]	PDBQT/dock_0887.pdbqt
o1c2c(c(=O)c3c1C(=[C][C]=[C]3)O[C])C(=[C]C(=[C]2)O[C]([C])C(=O)[C])O	PDBQT/dock_0888.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]([C])C(=O)[C])O	PDBQT/dock_0889.pdbqt
o1c2=C([C]=[C][C]=c2c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)N)O)[C]	PDBQT/dock_0890.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=C([C]=c12)[C])O)O[C]C(=O)N	PDBQT/dock_0891.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C](C1=[C][C]=[C][C]=[C]1)C(=O)O)O	PDBQT/dock_0892.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]C(=[C])[C])O	PDBQT/dock_0893.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C(=O)[C])O	PDBQT/dock_0894.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]([C])[C])O	PDBQT/dock_0895.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C]C(=[C][C]=c12)O[C])O)O[C]C(=O)N	PDBQT/dock_0896.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C]C(=c12)O[C])O)O[C]C(=[C])[C]	PDBQT/dock_0897.pdbqt
o1c2c(c(=O)c3c1[C]=C([C]=[C]3)[C])C(=[C]C(=[C]2)O[C]([C])C(=O)O)O	PDBQT/dock_0898.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C]C(=[C][C]=c12)O[C])O)O[C](C1=[C][C]=[C][C]=[C]1)C(=O)O	PDBQT/dock_0899.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]([C])[C]	PDBQT/dock_0900.pdbqt
o1c2=[C]C3=[C][C]=[C][C]=C3[C]=c2c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)O)O	PDBQT/dock_0901.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C]C(=c12)O[C])O)O[C]C(=O)N	PDBQT/dock_0902.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C]C(=c12)O[C])O)O[C]C(=O)O[C]	PDBQT/dock_0903.pdbqt
o1c2c(c(=O)c3c1C(=[C][C]=[C]3)O[C])C(=[C]C(=[C]2)O[C]([C])C(=O)O)O	PDBQT/dock_0904.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]C(=O)[C])O	PDBQT/dock_0905.pdbqt
o1c2c(c(=O)c3c1C(=[C][C]=[C]3)[C])C(=[C]C(=[C]2)O[C]([C])C(=O)O[C])O	PDBQT/dock_0906.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)OC(=O)[C]([C])NC(=O)OC([C])([C])[C])O	PDBQT/dock_0907.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]([C])C(=O)O)O	PDBQT/dock_0908.pdbqt
o1c2c(c(=O)c3c1[C]=[C]C(=[C]3)O[C])C(=[C]C(=[C]2)O[C]C(=O)O[C])O	PDBQT/dock_0909.pdbqt
o1c2=[C][C]=C3C(=c2c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)N([C])[C])O)[C]=[C][C]=[C]3	PDBQT/dock_0910.pdbqt
o1c2=C3C(=[C][C]=c2c(=O)c2c1[C]=C([C]=C2O)O[C]C(=O)N)[C]=[C][C]=[C]3	PDBQT/dock_0911.pdbqt
ClC1=[C]C(=[C]c2c(=O)c3c(oc12)[C]=C([C]=C3O)O[C]C(=O)N([C])[C])Cl	PDBQT/dock_0912.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=[C]C(=[C]1)F)O	PDBQT/dock_0913.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=C2C(=[C]1)[C]=[C][C]=[C]2)O	PDBQT/dock_0914.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C1=C(Cl)[C]=[C][C]=C1F	PDBQT/dock_0915.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C1=C2C(=[C][C]=C1[C])[C]=[C][C]=[C]2	PDBQT/dock_0916.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C1=C(Cl)[C]=C(Cl)[C]=[C]1	PDBQT/dock_0917.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C(=O)C1=[C]C2=[C][C]=[C][C]=C2[C]=[C]1	PDBQT/dock_0918.pdbqt
ClC1=[C]c2oc3c(c(=O)c2[C]=[C]1)C(=[C]C(=[C]3)O[C]([C])C(=O)[C])O	PDBQT/dock_0919.pdbqt
o1c2=C3C(=[C][C]=c2c(=O)c2c1[C]=C([C]=C2O)O[C]C(=O)O[C])[C]=[C][C]=[C]3	PDBQT/dock_0920.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=C([C]=[C][C]=C1Cl)Cl)O	PDBQT/dock_0921.pdbqt
ClC1=[C]c2oc3c(c(=O)c2[C]=[C]1)C(=[C]C(=[C]3)O[C]C(=O)[C])O	PDBQT/dock_0922.pdbqt
o1c2=[C]C(=[C][C]=c2c(=O)c2=[C][C]=[C][C]=c12)NC(=O)/[C]=[C]/C1=[C][C]=C([C]=[C]1)O[C]	PDBQT/dock_0923.pdbqt
o1c2=[C]C(=[C]C(=c2c(=O)c2=[C][C]=[C][C]=c12)O)O[C]C1=[C]C(=[C][C]=[C]1)Cl	PDBQT/dock_0924.pdbqt
o1c2=[C]C3=[C][C]=[C][C]=C3[C]=c2c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)O[C])O	PDBQT/dock_0925.pdbqt
o1c2c(c(=O)c3c1[C]=[C][C]=[C]3)C(=[C]C(=[C]2)O[C]C1=[C][C]=[C]C(=[C]1)C(F)(F)F)O	PDBQT/dock_0926.pdbqt
o1c2=C3C(=[C][C]=c2c(=O)c2c1[C]=C([C]=C2O)O[C]C(=O)N([C])[C])[C]=[C][C]=[C]3	PDBQT/dock_0927.pdbqt
ClC1=[C][C]=c2oc3=[C]C(=[C]C(=c3c(=O)c2=[C]1)O)O[C]C(=O)O	PDBQT/dock_0928.pdbqt
BrC1=[C][C]=c2oc3=[C]C(=[C]C(=c3c(=O)c2=[C]1)O)O[C]C(=O)N	PDBQT/dock_0929.pdbqt
ClC1=[C][C]=c2c(=O)c3=C([C]=C([C]=c3oc2=[C]1)O[C]C(=O)O)O	PDBQT/dock_0930.pdbqt
ClC1=[C]C(=[C]c2c(=O)c3c(oc12)[C]=C([C]=C3O)O[C]C(=O)[C])Cl	PDBQT/dock_0931.pdbqt
o1c2=[C]C3=[C][C]=[C][C]=C3[C]=c2c(=O)c2=C([C]=C([C]=c12)O[C]C(=O)N([C])[C])O	PDBQT/dock_0932.pdbqt
ClC1=[C][C]=c2c(=O)c3=C([C]=C([C]=c3oc2=[C]1)O[C]C(=O)N([C])[C])O	PDBQT/dock_0933.pdbqt
ClC1=[C]c2c(=O)c3c(oc2[C]=[C]1)[C]=C([C]=C3O)O[C]C(=O)[C]	PDBQT/dock_0934.pdbqt
